expiration,strike,type_call,last_call,mark_call,bid_call,bid_size_call,ask_call,ask_size_call,volume_call,open_interest_call,date_call,implied_volatility_call,delta_call,gamma_call,theta_call,vega_call,rho_call,week_call,type_put,last_put,mark_put,bid_put,bid_size_put,ask_put,ask_size_put,volume_put,open_interest_put,date_put,implied_volatility_put,delta_put,gamma_put,theta_put,vega_put,rho_put,week_put,open_interest_diff
2020-03-20,339.0,call,2.44,2.4,2.38,235,2.41,87,10632,28847,2020-02-21,0.1212,0.33136,0.0324,-0.07719,0.33504,0.08293,2020-02-15/2020-02-21,put,8.21,8.23,8.17,10,8.29,5,239,4022,2020-02-21,0.14239,-0.64275,0.02837,-0.07799,0.34463,-0.17074,2020-02-15/2020-02-21,2.1699410189295194
2020-03-20,340.0,call,1.95,1.96,1.95,75,1.97,218,22963,117347,2020-02-21,0.11693,0.29314,0.03185,-0.0705,0.31776,0.07349,2020-02-15/2020-02-21,put,8.69,8.81,8.78,10,8.85,5,1388,14181,2020-02-21,0.13965,-0.67362,0.02795,-0.07294,0.33301,-0.17908,2020-02-15/2020-02-21,9.13319740374089
2020-03-20,341.0,call,1.58,1.56,1.56,2,1.57,5,13745,22116,2020-02-21,0.11251,0.25427,0.03085,-0.0631,0.29614,0.06385,2020-02-15/2020-02-21,put,9.77,9.5,9.31,5,9.7,5,258,2070,2020-02-21,0.13934,-0.70094,0.02698,-0.06926,0.32069,-0.1866,2020-02-15/2020-02-21,1.7451646915528771
2020-03-20,342.0,call,1.23,1.23,1.22,319,1.23,5,11176,42491,2020-02-21,0.10885,0.21726,0.02924,-0.05586,0.27152,0.05464,2020-02-15/2020-02-21,put,10.08,10.22,10.03,5,10.42,5,41,1780,2020-02-21,0.13919,-0.72697,0.02586,-0.06539,0.3071,-0.19381,2020-02-15/2020-02-21,3.5819512170264733
2020-03-20,343.0,call,0.95,0.94,0.94,200,0.95,5,13043,25769,2020-02-21,0.10504,0.18108,0.02715,-0.04821,0.24327,0.0456,2020-02-15/2020-02-21,put,10.9,11.0,10.81,5,11.18,5,38,1076,2020-02-21,0.14026,-0.74983,0.02454,-0.06224,0.29362,-0.20026,2020-02-15/2020-02-21,2.158208339453956
2020-03-20,344.0,call,0.72,0.71,0.71,5,0.72,297,7609,18835,2020-02-21,0.10184,0.14824,0.02459,-0.04097,0.21366,0.03738,2020-02-15/2020-02-21,put,12.67,11.82,11.64,5,11.99,5,20,1100,2020-02-21,0.14193,-0.77023,0.02315,-0.05941,0.28031,-0.20611,2020-02-15/2020-02-21,1.5397539167950993
2020-03-20,345.0,call,0.54,0.54,0.53,5,0.54,796,14847,32121,2020-02-21,0.09971,0.12058,0.0218,-0.03473,0.1854,0.03043,2020-02-15/2020-02-21,put,13.44,12.68,12.5,5,12.86,5,90,4337,2020-02-21,0.14452,-0.7876,0.02173,-0.05724,0.26797,-0.21121,2020-02-15/2020-02-21,2.4329485838400626
2020-03-20,346.0,call,0.4,0.4,0.39,319,0.4,1021,3595,20694,2020-02-21,0.09757,0.09588,0.01888,-0.02875,0.15717,0.02422,2020-02-15/2020-02-21,put,13.48,13.57,13.39,5,13.75,5,81,1154,2020-02-21,0.14773,-0.80253,0.02036,-0.05552,0.2566,-0.21571,2020-02-15/2020-02-21,1.7001894202298846
2020-03-20,347.0,call,0.29,0.29,0.28,954,0.29,378,3064,38692,2020-02-21,0.09544,0.07432,0.01595,-0.02319,0.12984,0.01879,2020-02-15/2020-02-21,put,15.21,14.5,14.31,5,14.68,5,44,1624,2020-02-21,0.15215,-0.81414,0.01905,-0.0548,0.24726,-0.2194,2020-02-15/2020-02-21,3.2581470402880113
2020-03-20,348.0,call,0.22,0.21,0.2,1892,0.21,204,1751,9828,2020-02-21,0.09392,0.05718,0.01322,-0.01858,0.10595,0.01447,2020-02-15/2020-02-21,put,16.02,15.45,15.26,5,15.63,5,9,733,2020-02-21,0.15702,-0.82391,0.01784,-0.05446,0.23903,-0.22262,2020-02-15/2020-02-21,0.7717967147582314
2020-03-20,349.0,call,0.16,0.15,0.15,241,0.16,1600,1161,6552,2020-02-21,0.09254,0.04321,0.01073,-0.01462,0.08473,0.01094,2020-02-15/2020-02-21,put,16.42,16.41,16.22,5,16.59,5,19,904,2020-02-21,0.16221,-0.83225,0.01675,-0.0544,0.23174,-0.22549,2020-02-15/2020-02-21,0.46541378936227285
2020-03-20,350.0,call,0.11,0.11,0.11,577,0.12,1842,6076,56317,2020-02-21,0.09209,0.03322,0.0087,-0.01172,0.06837,0.00841,2020-02-15/2020-02-21,put,17.89,17.38,17.19,5,17.56,5,45,15279,2020-02-21,0.16769,-0.83932,0.01575,-0.05461,0.22535,-0.22805,2020-02-15/2020-02-21,3.6110162639091183
2020-03-20,351.0,call,0.09,0.08,0.08,1747,0.09,1761,1404,8011,2020-02-21,0.09163,0.02517,0.00694,-0.00924,0.05428,0.00638,2020-02-15/2020-02-21,put,18.15,18.34,18.16,5,18.53,5,7,1369,2020-02-21,0.17257,-0.84661,0.01485,-0.05434,0.21858,-0.23065,2020-02-15/2020-02-21,0.553764421170681
2020-03-20,352.0,call,0.08,0.07,0.06,1070,0.07,1865,143,8421,2020-02-21,0.09407,0.02196,0.00603,-0.00844,0.0484,0.00556,2020-02-15/2020-02-21,put,19.73,19.33,19.14,5,19.51,5,6,2810,2020-02-21,0.17852,-0.85173,0.01403,-0.05499,0.21369,-0.23272,2020-02-15/2020-02-21,0.4621250837516983
2020-03-20,353.0,call,0.05,0.06,0.05,533,0.06,3288,92,18905,2020-02-21,0.09605,0.01879,0.00518,-0.00754,0.04241,0.00476,2020-02-15/2020-02-21,put,18.15,20.31,20.13,5,20.49,5,0,1885,2020-02-21,0.184,-0.857,0.01329,-0.05528,0.20856,-0.23482,2020-02-15/2020-02-21,1.4762019029691316
2020-03-23,335.0,call,4.68,4.62,4.58,50,4.65,477,208,6566,2020-02-21,0.13233,0.47455,0.03096,-0.08923,0.38693,0.13048,2020-02-15/2020-02-21,put,6.55,6.36,6.25,852,6.46,852,123,178,2020-02-21,0.14955,-0.52064,0.02741,-0.08561,0.3872,-0.15286,2020-02-15/2020-02-21,0.5311879015737638
2020-03-27,345.0,call,0.75,0.72,0.72,94,0.73,5,890,6162,2020-02-21,0.09666,0.14252,0.02257,-0.03415,0.23265,0.04489,2020-02-15/2020-02-21,put,12.5,12.95,12.71,5,13.19,5,6,264,2020-02-21,0.14056,-0.76537,0.02115,-0.05206,0.31706,-0.25716,2020-02-15/2020-02-21,0.4876347732175063
2020-03-31,315.0,call,21.22,20.77,20.64,5,20.91,5,5,4815,2020-02-21,0.18629,0.83998,0.01198,-0.07458,0.26525,0.27711,2020-02-15/2020-02-21,put,2.28,2.27,2.26,5,2.28,100,397,10377,2020-02-21,0.20474,-0.18126,0.01181,-0.07269,0.28729,-0.06701,2020-02-15/2020-02-21,-0.5309751267063945
2020-03-31,320.0,call,15.8,16.44,16.41,1,16.46,5,37,5747,2020-02-21,0.17425,0.78305,0.01546,-0.08212,0.32018,0.26145,2020-02-15/2020-02-21,put,2.96,3.0,2.99,5,3.02,185,753,13480,2020-02-21,0.19193,-0.23701,0.01476,-0.07926,0.33655,-0.08766,2020-02-15/2020-02-21,-0.7239421505052417
2020-03-31,322.0,call,14.68,14.74,14.71,1,14.77,5,57,5410,2020-02-21,0.1683,0.75646,0.01708,-0.08399,0.34158,0.25379,2020-02-15/2020-02-21,put,3.42,3.35,3.34,5,3.37,103,181,15163,2020-02-21,0.18644,-0.26337,0.01607,-0.08113,0.35593,-0.09743,2020-02-15/2020-02-21,-0.9034877000555279
2020-03-31,331.0,call,7.55,7.72,7.7,40,7.74,5,17868,19155,2020-02-21,0.14041,0.58799,0.02543,-0.08452,0.42426,0.20127,2020-02-15/2020-02-21,put,5.53,5.54,5.53,5,5.56,5,104,3528,2020-02-21,0.16068,-0.42054,0.02232,-0.08149,0.42622,-0.15577,2020-02-15/2020-02-21,1.3523865809277706
2020-03-31,332.0,call,6.6,7.02,7.0,40,7.04,5,93,9279,2020-02-21,0.13705,0.56331,0.02637,-0.08328,0.42939,0.19322,2020-02-15/2020-02-21,put,5.74,5.88,5.86,5,5.89,5,294,4133,2020-02-21,0.15809,-0.44252,0.02291,-0.08058,0.43035,-0.16396,2020-02-15/2020-02-21,0.42079405378096413
2020-03-31,337.0,call,3.65,3.89,3.87,50,3.91,5,1907,8782,2020-02-21,0.11983,0.41864,0.0299,-0.07129,0.4258,0.14501,2020-02-15/2020-02-21,put,8.3,7.92,7.82,5,8.01,5,69,3848,2020-02-21,0.14498,-0.56444,0.02491,-0.07128,0.42919,-0.20958,2020-02-15/2020-02-21,0.40195065947172615
2020-03-31,339.0,call,2.72,2.87,2.85,520,2.89,5,844,16577,2020-02-21,0.11312,0.35203,0.0301,-0.06364,0.40461,0.12237,2020-02-15/2020-02-21,put,9.17,8.95,8.83,5,9.07,5,1,2421,2020-02-21,0.14071,-0.61685,0.02488,-0.06577,0.41609,-0.22936,2020-02-15/2020-02-21,1.2216383119235772
2020-03-31,340.0,call,2.46,2.42,2.4,662,2.44,5,2366,9329,2020-02-21,0.10992,0.31777,0.02976,-0.05926,0.38868,0.11064,2020-02-15/2020-02-21,put,10.09,9.53,9.39,5,9.66,5,32,2637,2020-02-21,0.13904,-0.64288,0.02462,-0.0628,0.40668,-0.23925,2020-02-15/2020-02-21,0.5582086179417277
2020-03-31,341.0,call,2.04,2.02,2.01,5,2.03,5,1046,10395,2020-02-21,0.10687,0.28348,0.02907,-0.05458,0.36914,0.09885,2020-02-15/2020-02-21,put,10.99,10.16,10.01,5,10.3,5,1,1821,2020-02-21,0.13812,-0.66784,0.02412,-0.06001,0.3958,-0.24882,2020-02-15/2020-02-21,0.725488184403925
2020-03-31,342.0,call,1.65,1.66,1.65,5,1.67,5,1091,24624,2020-02-21,0.10398,0.24965,0.02802,-0.04967,0.34614,0.08718,2020-02-15/2020-02-21,put,8.45,10.82,10.65,5,10.99,960,0,2636,2020-02-21,0.13721,-0.69232,0.02351,-0.05696,0.38331,-0.25825,2020-02-15/2020-02-21,1.9177772941403304
2020-03-31,344.0,call,1.08,1.08,1.07,86,1.09,5,1961,17783,2020-02-21,0.09879,0.18584,0.02486,-0.03959,0.29179,0.06507,2020-02-15/2020-02-21,put,9.88,12.28,12.07,5,12.48,5,0,532,2020-02-21,0.13721,-0.73645,0.02184,-0.05147,0.35605,-0.27553,2020-02-15/2020-02-21,1.4967340920513672
2020-03-31,345.0,call,0.85,0.85,0.85,5,0.86,5,3557,201724,2020-02-21,0.09635,0.15651,0.02283,-0.03452,0.26141,0.05486,2020-02-15/2020-02-21,put,13.5,13.07,12.84,5,13.3,10,7,1483,2020-02-21,0.13812,-0.75561,0.02085,-0.04913,0.34222,-0.2832,2020-02-15/2020-02-21,17.761605434728033
2020-03-31,346.0,call,0.68,0.68,0.67,5,0.68,5,748,42509,2020-02-21,0.09514,0.13235,0.02065,-0.03036,0.23348,0.04643,2020-02-15/2020-02-21,put,14.53,13.91,13.66,5,14.15,5,5,153,2020-02-21,0.1401,-0.77187,0.01979,-0.04744,0.32949,-0.2899,2020-02-15/2020-02-21,3.728165290793909
2020-03-31,350.0,call,0.25,0.26,0.25,5,0.26,1973,3609,29864,2020-02-21,0.09148,0.06111,0.01212,-0.01632,0.13172,0.0215,2020-02-15/2020-02-21,put,17.71,17.52,17.28,5,17.75,5,26,7692,2020-02-21,0.15215,-0.81948,0.01585,-0.04331,0.28655,-0.31072,2020-02-15/2020-02-21,1.9341319382577824
2020-03-31,351.0,call,0.22,0.2,0.19,1275,0.2,221,27,7060,2020-02-21,0.09071,0.04896,0.01026,-0.01356,0.11056,0.01723,2020-02-15/2020-02-21,put,16.85,18.46,18.23,5,18.7,5,0,141,2020-02-21,0.15596,-0.82787,0.015,-0.04284,0.27805,-0.31471,2020-02-15/2020-02-21,0.5783852712822797
2020-04-17,315.0,call,21.11,21.5,21.38,510,21.62,5,37,3028,2020-02-21,0.17181,0.82038,0.01168,-0.06342,0.3423,0.38676,2020-02-15/2020-02-21,put,3.16,3.18,3.17,5,3.19,5,1492,31262,2020-02-21,0.19742,-0.20976,0.01117,-0.06315,0.3762,-0.1122,2020-02-15/2020-02-21,-2.5461517105698044
2020-04-17,316.0,call,20.08,20.68,20.65,1,20.71,5,291,3542,2020-02-21,0.17105,0.80875,0.01219,-0.06513,0.3559,0.38206,2020-02-15/2020-02-21,put,3.32,3.33,3.32,5,3.34,131,858,26859,2020-02-21,0.19513,-0.21936,0.0116,-0.06396,0.38612,-0.11734,2020-02-15/2020-02-21,-2.109109400105073
2020-04-17,318.0,call,18.68,18.98,18.95,1,19.0,42,233,2272,2020-02-21,0.16708,0.78699,0.01332,-0.06717,0.3796,0.37354,2020-02-15/2020-02-21,put,3.6,3.65,3.63,5,3.66,230,1160,8431,2020-02-21,0.19056,-0.23991,0.01249,-0.06545,0.40599,-0.12835,2020-02-15/2020-02-21,-0.5840388361526919
2020-04-17,320.0,call,17.39,17.3,17.27,1,17.33,5,444,8633,2020-02-21,0.16266,0.76347,0.01451,-0.06878,0.40284,0.36408,2020-02-15/2020-02-21,put,3.97,3.99,3.98,5,4.0,5,4480,31687,2020-02-21,0.18553,-0.2619,0.01343,-0.0665,0.42529,-0.14012,2020-02-15/2020-02-21,-2.0857329250893675
2020-04-17,322.0,call,15.7,15.66,15.63,1,15.69,5,20,7325,2020-02-21,0.15824,0.73738,0.01577,-0.07014,0.42588,0.35325,2020-02-15/2020-02-21,put,4.46,4.38,4.37,5,4.39,5,1401,12952,2020-02-21,0.1808,-0.28628,0.01441,-0.06742,0.44441,-0.15319,2020-02-15/2020-02-21,-0.5367525825087552
2020-04-17,324.0,call,14.1,14.06,14.03,10,14.09,95,52,4645,2020-02-21,0.15382,0.7085,0.01708,-0.07118,0.44821,0.34092,2020-02-15/2020-02-21,put,4.87,4.8,4.79,5,4.81,79,3389,15613,2020-02-21,0.17577,-0.31259,0.01542,-0.06786,0.4625,-0.1673,2020-02-15/2020-02-21,-1.0114816815919625
2020-04-17,325.0,call,13.32,13.27,13.24,20,13.3,5,270,8821,2020-02-21,0.15138,0.69319,0.01776,-0.07144,0.45874,0.3343,2020-02-15/2020-02-21,put,5.02,5.03,5.01,5,5.04,92,18438,54007,2020-02-21,0.17333,-0.3267,0.01593,-0.06798,0.47113,-0.17487,2020-02-15/2020-02-21,-4.052912183825473
2020-04-17,330.0,call,9.58,9.54,9.52,145,9.57,5,296,11939,2020-02-21,0.13904,0.60425,0.02121,-0.07078,0.50321,0.29452,2020-02-15/2020-02-21,put,6.23,6.35,6.33,5,6.37,162,6585,28391,2020-02-21,0.16068,-0.40646,0.01848,-0.06655,0.50672,-0.21771,2020-02-15/2020-02-21,-1.498921183440363
2020-04-17,332.0,call,8.06,8.16,8.14,40,8.18,5,366,4348,2020-02-21,0.13401,0.56244,0.02251,-0.06935,0.51471,0.27525,2020-02-15/2020-02-21,put,7.11,6.99,6.97,5,7.01,150,1208,14031,2020-02-21,0.15565,-0.44307,0.01942,-0.06498,0.51579,-0.23742,2020-02-15/2020-02-21,-0.8972658245760626
2020-04-17,334.0,call,6.82,6.85,6.83,148,6.87,36,1868,4200,2020-02-21,0.12867,0.5169,0.02371,-0.06698,0.52064,0.25396,2020-02-15/2020-02-21,put,7.74,7.7,7.65,528,7.74,5,1381,12527,2020-02-21,0.15062,-0.48238,0.02026,-0.06272,0.5206,-0.25862,2020-02-15/2020-02-21,-0.7767392081452764
2020-04-17,340.0,call,3.57,3.55,3.54,60,3.57,5,4971,31522,2020-02-21,0.11358,0.35999,0.02522,-0.0546,0.48867,0.17874,2020-02-15/2020-02-21,put,10.63,10.49,10.38,5,10.6,5,1427,20654,2020-02-21,0.13873,-0.612,0.02114,-0.0527,0.50043,-0.32922,2020-02-15/2020-02-21,0.929387932259547
2020-04-17,342.0,call,2.72,2.71,2.7,5,2.72,5,2301,12864,2020-02-21,0.10916,0.30434,0.02454,-0.04883,0.4571,0.15156,2020-02-15/2020-02-21,put,12.05,11.68,11.55,5,11.8,5,19,512,2020-02-21,0.13645,-0.65541,0.02066,-0.04864,0.48105,-0.35326,2020-02-15/2020-02-21,1.0612916924242126
2020-04-17,343.0,call,2.35,2.34,2.33,443,2.35,5,5776,9595,2020-02-21,0.10718,0.27701,0.02392,-0.04575,0.43741,0.13813,2020-02-15/2020-02-21,put,12.82,12.32,12.18,5,12.47,5,15,262,2020-02-21,0.13553,-0.67653,0.02029,-0.04648,0.46922,-0.36504,2020-02-15/2020-02-21,0.7929510913884137
2020-04-17,344.0,call,2.01,2.01,2.0,40,2.02,5,4608,11201,2020-02-21,0.1052,0.25005,0.02313,-0.04251,0.41513,0.12485,2020-02-15/2020-02-21,put,12.73,13.0,12.85,5,13.16,5,206,253,2020-02-21,0.13492,-0.69687,0.01982,-0.04434,0.45629,-0.37649,2020-02-15/2020-02-21,0.9364986470932217
2020-04-17,345.0,call,1.72,1.71,1.7,213,1.72,5,5202,25215,2020-02-21,0.10337,0.22402,0.02216,-0.03923,0.39078,0.11199,2020-02-15/2020-02-21,put,14.08,13.74,13.56,5,13.92,5,87,1306,2020-02-21,0.13538,-0.71506,0.0192,-0.04268,0.44342,-0.38694,2020-02-15/2020-02-21,2.0885233340839444
2020-04-17,346.0,call,1.45,1.45,1.44,232,1.46,5,3928,188476,2020-02-21,0.10169,0.19919,0.02103,-0.03593,0.3648,0.09969,2020-02-15/2020-02-21,put,14.2,14.49,14.29,5,14.7,5,2,228,2020-02-21,0.13568,-0.7328,0.01856,-0.04084,0.42964,-0.39716,2020-02-15/2020-02-21,16.695620397224776
2020-04-17,347.0,call,1.27,1.22,1.21,955,1.23,5,1471,7005,2020-02-21,0.10017,0.17579,0.01976,-0.03268,0.33767,0.08807,2020-02-15/2020-02-21,put,15.92,15.28,15.06,5,15.5,10,31,235,2020-02-21,0.13645,-0.74906,0.01787,-0.03919,0.41592,-0.40669,2020-02-15/2020-02-21,0.5651415649045606
2020-04-17,349.0,call,0.85,0.85,0.85,538,0.86,5,804,11663,2020-02-21,0.09773,0.13439,0.01696,-0.02657,0.28272,0.06745,2020-02-15/2020-02-21,put,15.33,16.95,16.69,5,17.2,5,4,80,2020-02-21,0.13919,-0.77716,0.01641,-0.03647,0.38961,-0.42363,2020-02-15/2020-02-21,0.9929399460855146
2020-04-17,350.0,call,0.73,0.72,0.71,492,0.73,1305,2927,41597,2020-02-21,0.09727,0.11774,0.01553,-0.02406,0.25781,0.05913,2020-02-15/2020-02-21,put,17.67,17.82,17.55,5,18.09,5,16,1562,2020-02-21,0.14117,-0.78899,0.01567,-0.03542,0.37752,-0.43102,2020-02-15/2020-02-21,3.521865676681922
2020-04-17,352.0,call,0.49,0.51,0.5,5,0.51,1596,257,25462,2020-02-21,0.09651,0.08903,0.01278,-0.01939,0.21041,0.04477,2020-02-15/2020-02-21,put,20.59,19.64,19.35,5,19.93,10,1,11,2020-02-21,0.14651,-0.8081,0.01427,-0.03414,0.35664,-0.44359,2020-02-15/2020-02-21,2.225582362503024
2020-05-15,315.0,call,23.57,23.02,22.98,53,23.06,5,115,1040,2020-02-21,0.16785,0.78624,0.01084,-0.0569,0.46587,0.55043,2020-02-15/2020-02-21,put,4.85,4.46,4.45,5,4.48,5,1012,8198,2020-02-21,0.18995,-0.23851,0.0102,-0.0524,0.49564,-0.19331,2020-02-15/2020-02-21,-0.6728338876382048
2020-05-15,320.0,call,19.04,18.95,18.92,41,18.99,5,241,938,2020-02-21,0.15977,0.73372,0.01285,-0.05973,0.52528,0.51949,2020-02-15/2020-02-21,put,5.35,5.4,5.38,5,5.42,5,1329,6752,2020-02-21,0.18004,-0.28671,0.01182,-0.054,0.54468,-0.23246,2020-02-15/2020-02-21,-0.5533738784324698
2020-05-15,323.0,call,16.62,16.61,16.57,92,16.64,5,88,2326,2020-02-21,0.15458,0.69731,0.01412,-0.06073,0.55847,0.49693,2020-02-15/2020-02-21,put,6.49,6.06,6.04,5,6.08,5,6213,7114,2020-02-21,0.1741,-0.32003,0.01284,-0.05441,0.57213,-0.25956,2020-02-15/2020-02-21,-0.4621789606905918
2020-05-15,326.0,call,13.93,14.35,14.31,124,14.38,5,83,2218,2020-02-21,0.1491,0.65681,0.01542,-0.06107,0.58826,0.47105,2020-02-15/2020-02-21,put,7.16,6.8,6.78,5,6.82,5,264,50936,2020-02-21,0.16785,-0.35675,0.01389,-0.05416,0.59662,-0.28944,2020-02-15/2020-02-21,-4.366850243732212
2020-05-15,327.0,call,13.34,13.62,13.58,124,13.65,5,25,2814,2020-02-21,0.14727,0.64227,0.01584,-0.06103,0.59719,0.46157,2020-02-15/2020-02-21,put,7.47,7.07,7.05,5,7.09,5,315,52182,2020-02-21,0.16587,-0.36991,0.01423,-0.05398,0.60398,-0.30017,2020-02-15/2020-02-21,-4.424624801755819
2020-05-15,330.0,call,11.5,11.49,11.46,184,11.52,5,371,7970,2020-02-21,0.14132,0.59571,0.01714,-0.06024,0.61977,0.43075,2020-02-15/2020-02-21,put,7.9,7.95,7.93,5,7.97,5,1961,19014,2020-02-21,0.15962,-0.41186,0.01524,-0.05286,0.62258,-0.33437,2020-02-15/2020-02-21,-1.0182368606839534
2020-05-15,341.0,call,4.95,4.96,4.94,5,4.98,5,1685,5403,2020-02-21,0.11952,0.3833,0.01996,-0.04877,0.61072,0.28275,2020-02-15/2020-02-21,put,12.55,12.5,12.4,5,12.61,5,32,532,2020-02-21,0.13995,-0.59655,0.01729,-0.04245,0.61944,-0.4866,2020-02-15/2020-02-21,0.3963509715402073
2020-05-15,343.0,call,4.04,4.06,4.04,5,4.08,373,673,12486,2020-02-21,0.11587,0.33973,0.01976,-0.04514,0.586,0.25138,2020-02-15/2020-02-21,put,13.29,13.63,13.52,5,13.75,5,27,251,2020-02-21,0.13751,-0.63254,0.01712,-0.03961,0.60267,-0.51681,2020-02-15/2020-02-21,1.0508922719799634
2020-05-15,345.0,call,3.15,3.25,3.24,5,3.27,5,2334,9900,2020-02-21,0.11206,0.29555,0.01926,-0.04097,0.55245,0.21934,2020-02-15/2020-02-21,put,15.34,14.87,14.73,5,15.01,5,20,117,2020-02-21,0.13584,-0.66742,0.01672,-0.03671,0.58117,-0.54644,2020-02-15/2020-02-21,0.8329488623278338
2020-05-15,347.0,call,2.55,2.57,2.56,5,2.58,5,1419,7237,2020-02-21,0.10885,0.25293,0.01836,-0.03668,0.51151,0.1882,2020-02-15/2020-02-21,put,16.57,16.23,16.07,5,16.38,5,236,273,2020-02-21,0.13492,-0.70037,0.0161,-0.03383,0.55592,-0.57485,2020-02-15/2020-02-21,0.5823850483762217
2020-05-15,348.0,call,2.3,2.27,2.26,5,2.28,5,3427,9328,2020-02-21,0.10733,0.23227,0.01778,-0.03446,0.48845,0.17304,2020-02-15/2020-02-21,put,15.96,16.96,16.79,5,17.14,5,167,2576,2020-02-21,0.13507,-0.71539,0.0157,-0.03258,0.54277,-0.58807,2020-02-15/2020-02-21,0.5635416540669838
2020-05-15,350.0,call,1.74,1.75,1.75,57,1.76,5,1436,14033,2020-02-21,0.10474,0.19358,0.01638,-0.03009,0.43912,0.14453,2020-02-15/2020-02-21,put,18.35,18.5,18.28,5,18.71,5,214,2236,2020-02-21,0.13584,-0.74331,0.01483,-0.03015,0.51548,-0.61304,2020-02-15/2020-02-21,1.0119611082655944
2020-05-15,351.0,call,1.47,1.54,1.53,219,1.55,5,1343,14721,2020-02-21,0.10382,0.17615,0.01558,-0.02807,0.41411,0.13164,2020-02-15/2020-02-21,put,19.64,19.3,19.07,5,19.53,5,23,343,2020-02-21,0.13645,-0.75615,0.01437,-0.02899,0.50164,-0.62473,2020-02-15/2020-02-21,1.2413705455870245
2020-05-15,352.0,call,1.4,1.35,1.34,5,1.35,5,318,18452,2020-02-21,0.10291,0.15951,0.01475,-0.02604,0.38847,0.11931,2020-02-15/2020-02-21,put,20.09,20.13,19.89,5,20.38,5,5,1,2020-02-21,0.13751,-0.76767,0.01388,-0.02803,0.48851,-0.63548,2020-02-15/2020-02-21,1.6033948145564878
2020-05-15,353.0,call,1.14,1.17,1.17,5,1.18,5,1142,5861,2020-02-21,0.10184,0.14333,0.01388,-0.02395,0.36179,0.1073,2020-02-15/2020-02-21,put,19.86,20.99,20.73,5,21.25,5,37,0,2020-02-21,0.13904,-0.77786,0.01339,-0.02728,0.47632,-0.64529,2020-02-15/2020-02-21,0.4843460676069318
2020-06-19,315.0,call,24.81,24.84,24.7,10,24.98,5,201,23763,2020-02-21,0.16647,0.7585,0.00984,-0.05142,0.59396,0.74369,2020-02-15/2020-02-21,put,6.34,6.15,6.14,5,6.17,5,395,15615,2020-02-21,0.18965,-0.26494,0.00907,-0.0456,0.62361,-0.30811,2020-02-15/2020-02-21,0.6876236279146073
2020-06-19,317.0,call,23.71,23.24,23.11,5,23.38,5,7,13207,2020-02-21,0.16373,0.7402,0.0104,-0.05215,0.61739,0.72899,2020-02-15/2020-02-21,put,6.68,6.55,6.54,105,6.57,5,733,3256,2020-02-21,0.18614,-0.28148,0.00952,-0.04591,0.64261,-0.32738,2020-02-15/2020-02-21,0.8478813634785507
2020-06-19,319.0,call,22.14,21.65,21.53,5,21.76,610,7,13762,2020-02-21,0.16053,0.72117,0.01099,-0.05262,0.63967,0.7135,2020-02-15/2020-02-21,put,7.1,6.98,6.97,96,6.99,10,153,4756,2020-02-21,0.18279,-0.29914,0.00998,-0.04616,0.66119,-0.34799,2020-02-15/2020-02-21,0.7638860445057684
2020-06-19,320.0,call,20.79,20.87,20.75,5,20.98,5,552,28992,2020-02-21,0.15901,0.7111,0.01129,-0.05283,0.65063,0.70509,2020-02-15/2020-02-21,put,7.18,7.21,7.2,65,7.22,5,7257,18271,2020-02-21,0.18111,-0.30835,0.01021,-0.04624,0.6702,-0.35875,2020-02-15/2020-02-21,0.9163219937526698
2020-06-19,325.0,call,16.95,17.09,16.99,5,17.19,5,130,20426,2020-02-21,0.15108,0.65595,0.01279,-0.05322,0.70083,0.65745,2020-02-15/2020-02-21,put,8.44,8.48,8.46,90,8.49,41,590,27485,2020-02-21,0.17288,-0.3585,0.01135,-0.04613,0.71134,-0.41742,2020-02-15/2020-02-21,-0.6640343780315323
2020-06-19,329.0,call,13.96,14.2,14.14,5,14.26,5,24,12406,2020-02-21,0.14407,0.60572,0.01403,-0.05249,0.73281,0.61225,2020-02-15/2020-02-21,put,9.61,9.66,9.65,50,9.67,34,829,2267,2020-02-21,0.16617,-0.40351,0.01224,-0.04524,0.73731,-0.47019,2020-02-15/2020-02-21,0.8645915433376863
2020-06-19,331.0,call,13.01,12.86,12.78,5,12.93,5,9,11653,2020-02-21,0.14102,0.57806,0.01457,-0.05193,0.74505,0.58655,2020-02-15/2020-02-21,put,10.69,10.34,10.31,50,10.36,159,272,6414,2020-02-21,0.16327,-0.42782,0.01262,-0.04463,0.74717,-0.49886,2020-02-15/2020-02-21,0.429060259775111
2020-06-19,332.0,call,12.05,12.18,12.12,5,12.24,5,95,15361,2020-02-21,0.13904,0.5638,0.01488,-0.05142,0.7499,0.57328,2020-02-15/2020-02-21,put,11.25,10.69,10.66,50,10.71,155,66,6823,2020-02-21,0.1616,-0.44032,0.01282,-0.04418,0.75112,-0.51357,2020-02-15/2020-02-21,0.7222883627287714
2020-06-19,335.0,call,10.25,10.27,10.21,5,10.33,5,10454,23780,2020-02-21,0.13401,0.5184,0.01562,-0.04976,0.75883,0.53013,2020-02-15/2020-02-21,put,11.95,11.79,11.7,5,11.88,5,10321,11363,2020-02-21,0.15657,-0.47948,0.01336,-0.04247,0.75863,-0.55974,2020-02-15/2020-02-21,1.0670691482265733
